State Code,County Code,Site Number,Address,State,County,City,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Date,Year,Month
48,453,14,3724 North Hills Dr,Texas,Travis,Austin,Parts per billion,4.479167,9.2,19,8,Parts per million,0.044833,0.058,11,61,Parts per billion,0.4875,1.1,11,1.0,Parts per million,0.1,0.1,0,1.0,2013-06-04,2013,6
48,201,1039,4514 1/2 Durant St,Texas,Harris,Deer Park,Parts per billion,6.125,9.8,23,8,Parts per million,0.022542,0.028,10,24,Parts per billion,0.325,2.2,0,3.0,Parts per million,0.129167,0.2,0,2.0,2012-01-12,2012,1
6,85,5,158B JACKSON ST,California,Santa Clara,San Jose,Parts per billion,4.643478,7.3,8,7,Parts per million,0.019083,0.027,10,23,Parts per billion,0.045455,0.3,12,0.0,Parts per million,0.154167,0.2,0,2.0,2011-08-07,2011,8
6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,Parts per billion,12.869565,20.0,23,19,Parts per million,0.006667,0.01,9,8,Parts per billion,1.545455,3.0,5,4.0,Parts per million,0.454167,0.5,0,6.0,2003-01-18,2003,1
32,3,601,1005 INDUSTRIAL ROAD,Nevada,Clark,Boulder City,Parts per billion,0.583333,8.0,16,8,Parts per million,0.038042,0.041,4,35,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0,2002-11-11,2002,11
4,13,9997,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,Parts per billion,20.958333,31.0,19,29,Parts per million,0.009208,0.024,10,22,Parts per billion,1.9,3.2,8,4.0,Parts per million,0.8875,1.4,2,16.0,2015-01-28,2015,1
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,10.452174,23.7,23,22,Parts per million,0.020417,0.04,10,37,Parts per billion,0.136364,0.3,6,0.0,Parts per million,0.3,0.4,6,5.0,2013-02-10,2013,2
42,133,8,HILL ST.,Pennsylvania,York,York,Parts per billion,6.375,14.0,6,13,Parts per million,0.012708,0.028,0,26,Parts per billion,0.208333,2.0,17,3.0,Parts per million,0.0,0.0,0,0.0,2015-12-15,2015,12
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,Parts per billion,0.0,0.0,0,0,Parts per million,0.042583,0.045,18,38,Parts per billion,0.090909,1.0,22,1.0,Parts per million,0.1125,0.2,7,2.0,2000-03-28,2000,3
6,71,2002,"14360 ARROW BLVD., FONTANA",California,San Bernardino,Fontana,Parts per billion,26.217391,44.0,22,42,Parts per million,0.047042,0.107,11,179,Parts per billion,2.73913,5.0,16,7.0,Parts per million,0.525,0.7,6,8.0,2008-06-19,2008,6
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,Parts per billion,7.529167,25.8,1,24,Parts per million,0.033667,0.041,8,35,Parts per billion,0.5625,3.9,7,4.0,Parts per million,0.308333,0.6,1,7.0,2010-06-17,2010,6
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,4.608696,8.0,7,8,Parts per million,0.030292,0.034,8,29,Parts per billion,0.045455,1.0,11,1.0,Parts per million,0.3,0.3,0,3.0,2007-09-12,2007,9
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,Parts per billion,12.375,28.0,0,26,Parts per million,0.036917,0.058,9,49,Parts per billion,5.666667,27.0,0,39.0,Parts per million,0.454167,0.5,0,6.0,2002-08-22,2002,8
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,Parts per billion,15.6375,40.0,20,38,Parts per million,0.014,0.033,9,28,Parts per billion,0.108333,0.5,22,0.0,Parts per million,0.208333,0.4,21,5.0,2011-11-14,2011,11
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,Parts per billion,7.563636,16.8,17,15,Parts per million,0.036375,0.042,4,36,Parts per billion,0.456522,0.6,1,0.0,Parts per million,0.179167,0.2,0,2.0,2012-07-16,2012,7
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,23.0,46.0,23,43,Parts per million,0.030792,0.058,10,49,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.458333,0.6,6,7.0,2003-03-21,2003,3
40,1,9009,"South Highway 59, RR1, 1795 Dahlonegah Park Road, Stilwell, Oklahoma",Oklahoma,Adair,Cherry Tree,Parts per billion,5.395455,10.9,5,9,Parts per million,0.03325,0.041,12,35,Parts per billion,1.445455,1.8,16,1.0,Parts per million,0.2,0.2,0,2.0,2011-03-06,2011,3
6,71,2002,"14360 ARROW BLVD., FONTANA",California,San Bernardino,Fontana,Parts per billion,20.869565,38.0,20,36,Parts per million,0.015,0.029,10,25,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.225,0.3,0,3.0,2009-02-12,2009,2
48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,Parts per billion,5.670833,13.9,6,12,Parts per million,0.012,0.025,11,23,Parts per billion,-0.133333,1.4,20,1.0,Parts per million,0.166667,0.3,6,3.0,2014-09-11,2014,9
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,Parts per billion,10.590909,17.0,3,16,Parts per million,0.042917,0.063,9,61,Parts per billion,1.782609,5.0,11,7.0,Parts per million,0.1,0.1,0,1.0,2006-05-30,2006,5
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,Parts per billion,5.235294,14.0,6,13,Parts per million,0.040875,0.05,9,42,Parts per billion,0.354167,1.1,4,1.0,Parts per million,0.1125,0.2,0,2.0,2012-04-11,2012,4
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,Parts per billion,7.541667,17.0,21,16,Parts per million,0.026583,0.042,8,36,Parts per billion,1.125,2.0,21,3.0,Parts per million,0.4375,0.5,0,6.0,2010-07-26,2010,7
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,Parts per billion,12.363636,36.0,21,34,Parts per million,0.030125,0.042,10,36,Parts per billion,2.063636,5.1,7,7.0,Parts per million,0.225,0.4,22,5.0,2008-03-17,2008,3
48,29,55,802 Pecan Valley Drive,Texas,Bexar,San Antonio,Parts per billion,12.5,19.0,19,18,Parts per million,0.002583,0.004,9,3,Parts per billion,1.916667,3.0,18,4.0,Parts per million,0.2375,0.5,23,6.0,2008-12-18,2008,12
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,26.391304,42.0,7,40,Parts per million,0.031542,0.061,10,54,Parts per billion,1.130435,2.0,5,3.0,Parts per million,0.516667,0.7,8,8.0,2009-08-21,2009,8
6,19,8,"3425 N FIRST ST, FRESNO",California,Fresno,Fresno,Parts per billion,11.681818,19.0,5,18,Parts per million,0.044417,0.069,11,80,Parts per billion,0.454545,1.0,0,1.0,Parts per million,0.0,0.0,0,0.0,2007-08-13,2007,8
33,11,20,PEARL ST,New Hampshire,Hillsborough,Manchester,Parts per billion,2.804167,4.7,18,4,Parts per million,0.025458,0.03,10,25,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.504167,0.6,0,7.0,2010-06-30,2010,6
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,Parts per billion,15.83913,39.8,21,37,Parts per million,0.023083,0.039,9,33,Parts per billion,0.004348,0.1,14,0.0,Parts per million,0.2375,0.6,23,7.0,2011-02-27,2011,2
19,153,30,"1907 CARPENTER, DES MOINES IOWA",Iowa,Polk,Des Moines,Parts per billion,4.595833,11.6,20,10,Parts per million,0.033458,0.044,11,41,Parts per billion,0.043478,0.4,8,0.0,Parts per million,0.1875,0.2,0,2.0,2015-07-30,2015,7
51,650,8,"Adjacent to Building 1196, Wythe Landing Loop, NASA-Langley Research Center",Virginia,Hampton City,Hampton,Parts per billion,3.695833,11.5,3,10,Parts per million,0.031042,0.043,9,40,Parts per billion,0.925,1.6,9,1.0,Parts per million,0.3,0.3,0,3.0,2015-06-16,2015,6
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,21.504545,30.8,17,28,Parts per million,0.01375,0.028,23,24,Parts per billion,0.426087,1.1,11,1.0,Parts per million,0.65,0.9,7,10.0,2011-12-15,2011,12
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,Parts per billion,13.652174,27.0,21,25,Parts per million,0.019542,0.038,10,32,Parts per billion,1.318182,3.0,13,4.0,Parts per million,0.295833,0.4,21,5.0,2008-08-26,2008,8
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,13.782609,35.0,23,33,Parts per million,0.036458,0.075,11,100,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.004167,0.1,23,1.0,2006-09-10,2006,9
34,7,2,266 Spruce Street,New Jersey,Camden,Camden,Parts per billion,15.708333,42.0,2,40,Parts per million,0.037042,0.05,9,42,Parts per billion,0.041667,1.0,4,1.0,Parts per million,0.316667,0.5,7,6.0,2013-03-30,2013,3
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,Parts per billion,25.65,39.6,23,37,Parts per million,0.01225,0.028,9,24,Parts per billion,0.934783,3.1,23,4.0,Parts per million,0.357143,0.5,21,6.0,2012-01-30,2012,1
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,Parts per billion,13.291667,35.0,23,33,Parts per million,0.040542,0.069,11,97,Parts per billion,1.166667,2.0,9,3.0,Parts per million,0.2875,0.4,1,5.0,2015-08-15,2015,8
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,Parts per billion,41.0,50.0,10,47,Parts per million,0.02025,0.041,10,35,Parts per billion,1.347826,3.0,5,4.0,Parts per million,0.654167,0.8,10,9.0,2005-09-23,2005,9
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,20.0,65.0,3,63,Parts per million,0.030083,0.037,4,31,Parts per billion,0.347826,2.0,0,3.0,Parts per million,2.233333,3.8,8,43.0,2000-12-25,2000,12
42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,Parts per billion,3.916667,9.0,6,8,Parts per million,0.030542,0.042,12,36,Parts per billion,2.75,6.0,23,9.0,Parts per million,0.179167,0.5,6,6.0,2005-09-24,2005,9
80,2,12,"UABC, CALZADA BENITO JUAREZ, MEXICALI",Country Of Mexico,BAJA CALIFORNIA NORTE,Mexicali,Parts per billion,40.2,49.0,16,46,Parts per million,0.013167,0.024,8,20,Parts per billion,5.53913,18.9,18,26.0,Parts per million,1.608333,2.6,1,30.0,2011-02-05,2011,2
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,Parts per billion,8.666667,13.0,0,12,Parts per million,0.036583,0.042,10,36,Parts per billion,4.166667,5.0,19,7.0,Parts per million,0.341667,0.5,0,6.0,2011-06-13,2011,6
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,Parts per billion,24.73913,32.0,1,30,Parts per million,0.024208,0.052,10,44,Parts per billion,0.782609,1.0,3,1.0,Parts per million,0.233333,0.3,10,3.0,2008-08-22,2008,8
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,Parts per billion,23.541667,44.0,9,42,Parts per million,0.027375,0.037,10,31,Parts per billion,1.375,6.0,8,9.0,Parts per million,0.733333,1.3,9,15.0,2002-11-20,2002,11
6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,Parts per billion,29.428571,47.0,7,44,Parts per million,0.011591,0.028,9,24,Parts per billion,0.190476,2.0,11,3.0,Parts per million,0.554545,1.2,9,14.0,2004-03-04,2004,3
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,Parts per billion,11.083333,24.0,20,23,Parts per million,0.024375,0.035,13,30,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.1,0.1,21,1.0,2008-05-07,2008,5
34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,Parts per billion,13.583333,28.0,3,26,Parts per million,0.042125,0.063,11,61,Parts per billion,3.25,6.0,1,9.0,Parts per million,0.1875,0.3,5,3.0,2007-07-24,2007,7
42,11,9,UGI CO MONGANTOWN RD AND PROSPECT ST,Pennsylvania,Berks,Reading,Parts per billion,9.666667,15.0,18,14,Parts per million,0.030292,0.041,10,35,Parts per billion,4.375,18.0,0,26.0,Parts per million,0.2,0.3,0,3.0,2000-07-29,2000,7
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,12.782609,33.0,7,31,Parts per million,0.028542,0.058,9,49,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.479167,0.7,6,8.0,2006-07-27,2006,7
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,Parts per billion,11.125,16.0,20,15,Parts per million,0.02525,0.03,9,25,Parts per billion,0.675,1.6,21,1.0,Parts per million,0.0,0.0,0,0.0,2009-10-31,2009,10
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,Parts per billion,1.166667,4.0,0,4,Parts per million,0.036958,0.047,8,44,Parts per billion,0.420833,1.7,2,1.0,Parts per million,0.125,0.2,0,2.0,2014-06-29,2014,6
6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,Parts per billion,18.695652,50.0,5,47,Parts per million,0.064875,0.086,11,127,Parts per billion,0.913043,2.0,6,3.0,Parts per million,0.225,0.3,0,3.0,2009-09-19,2009,9
48,141,44,800 S San Marcial Street,Texas,El Paso,El Paso,Parts per billion,12.470833,26.3,18,25,Parts per million,0.038208,0.05,8,46,Parts per billion,0.141667,0.3,16,0.0,Parts per million,0.195833,0.3,11,3.0,2014-09-26,2014,9
42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,Parts per billion,18.416667,37.0,19,35,Parts per million,0.016167,0.042,10,36,Parts per billion,4.458333,7.0,8,10.0,Parts per million,0.516667,0.7,8,8.0,2000-09-07,2000,9
42,73,15,CROTON ST & JEFFERSON ST.,Pennsylvania,Lawrence,New Castle,Parts per billion,9.708333,16.0,11,15,Parts per million,0.015417,0.021,10,18,Parts per billion,2.708333,3.0,0,4.0,Parts per million,0.379167,0.5,20,6.0,2006-08-30,2006,8
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,11.043478,25.0,7,24,Parts per million,0.037125,0.071,10,87,Parts per billion,0.826087,3.0,19,4.0,Parts per million,0.491667,0.6,7,7.0,2000-07-01,2000,7
42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,Parts per billion,14.916667,35.0,19,33,Parts per million,0.013958,0.031,9,26,Parts per billion,2.666667,7.0,21,10.0,Parts per million,0.0875,0.6,23,7.0,2012-11-09,2012,11
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,Parts per billion,4.652174,9.0,19,8,Parts per million,0.042208,0.056,8,47,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0,2008-06-12,2008,6
48,141,58,5050A Yvette Drive,Texas,El Paso,El Paso,Parts per billion,4.0,32.0,0,30,Parts per million,0.038042,0.041,7,35,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2375,0.6,0,7.0,2003-02-18,2003,2
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,11.652174,36.0,0,34,Parts per million,0.030542,0.038,8,32,Parts per billion,0.217391,1.0,0,1.0,Parts per million,0.329167,0.6,1,7.0,2009-12-22,2009,12
29,189,7003,"9630 ST CHAS ROCK RD, BREKENRIDGE 63314",Missouri,Saint Louis,Breckenridge Hills,Parts per billion,8.875,23.0,0,22,Parts per million,0.039417,0.059,10,50,Parts per billion,0.083333,1.0,19,1.0,Parts per million,0.779167,1.1,0,13.0,2002-05-31,2002,5
42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,Parts per billion,6.458333,16.0,22,15,Parts per million,0.020833,0.032,10,27,Parts per billion,0.083333,1.0,0,1.0,Parts per million,0.0,0.0,0,0.0,2001-09-01,2001,9
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,Parts per billion,12.458333,27.0,21,25,Parts per million,0.018958,0.043,10,40,Parts per billion,0.2875,0.5,13,0.0,Parts per million,0.216667,0.4,23,5.0,2013-10-27,2013,10
12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,Parts per billion,25.05,67.0,18,65,Parts per million,0.02375,0.056,10,47,Parts per billion,0.333333,1.0,6,1.0,Parts per million,1.1,1.4,0,16.0,2001-11-08,2001,11
24,5,3001,600 Dorsey Avenue,Maryland,Baltimore,Essex,Parts per billion,7.5,26.0,5,25,Parts per million,0.026167,0.049,10,42,Parts per billion,2.208333,8.0,20,11.0,Parts per million,0.266667,0.3,0,3.0,2008-07-24,2008,7
26,81,20,1179 MONROE NW,Michigan,Kent,Grand Rapids,Parts per billion,6.043478,10.0,13,9,Parts per million,0.031958,0.048,12,41,Parts per billion,0.166667,1.0,10,1.0,Parts per million,0.254167,0.3,0,3.0,2004-07-02,2004,7
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,Parts per billion,9.931818,20.8,20,19,Parts per million,0.036458,0.049,10,45,Parts per billion,1.063636,2.2,22,3.0,Parts per million,0.341667,0.4,8,5.0,2013-08-27,2013,8
36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,Parts per billion,13.458333,21.0,15,20,Parts per million,0.019917,0.034,0,29,Parts per billion,0.791667,1.0,0,1.0,Parts per million,0.395833,0.5,15,6.0,2002-10-12,2002,10
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,Parts per billion,1.608696,3.0,10,3,Parts per million,0.042542,0.045,0,38,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.3375,0.4,15,5.0,2008-01-31,2008,1
42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,Parts per billion,16.0,30.0,9,28,Parts per million,0.032542,0.036,10,31,Parts per billion,3.708333,23.0,1,33.0,Parts per million,0.6,0.6,0,7.0,2008-04-28,2008,4
36,5,133,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,Parts per billion,9.245833,20.7,6,19,Parts per million,0.026958,0.03,22,28,Parts per billion,0.425,0.8,10,0.0,Parts per million,0.220833,0.3,0,3.0,2014-10-15,2014,10
39,61,40,250 WM. HOWARD TAFT,Ohio,Hamilton,Cincinnati,Parts per billion,16.666667,39.0,21,37,Parts per million,0.04825,0.073,11,93,Parts per billion,3.163636,7.6,8,10.0,Parts per million,0.379167,0.5,23,6.0,2011-09-01,2011,9
8,31,2,2105 BROADWAY,Colorado,Denver,Denver,Parts per billion,35.882609,45.8,0,42,Parts per million,0.008125,0.019,9,16,Parts per billion,2.826087,6.0,11,9.0,Parts per million,0.720833,1.5,0,17.0,2013-11-09,2013,11
33,11,20,PEARL ST,New Hampshire,Hillsborough,Manchester,Parts per billion,6.541667,14.0,19,13,Parts per million,0.02625,0.039,9,33,Parts per billion,2.333333,4.0,7,6.0,Parts per million,0.3625,0.4,0,5.0,2005-08-02,2005,8
42,133,8,HILL ST.,Pennsylvania,York,York,Parts per billion,13.782609,28.0,5,26,Parts per million,0.045667,0.07,11,84,Parts per billion,4.347826,13.0,9,19.0,Parts per million,0.054167,0.1,0,1.0,2005-07-26,2005,7
37,67,22,1300 BLK. HATTIE AVENUE,North Carolina,Forsyth,Winston-Salem,Parts per billion,12.291667,30.0,0,28,Parts per million,0.020625,0.027,8,23,Parts per billion,1.791667,4.0,6,6.0,Parts per million,0.533333,0.7,0,8.0,2003-09-22,2003,9
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,Parts per billion,2.428571,5.0,10,5,Parts per million,0.056864,0.061,11,54,Parts per billion,1.285714,3.0,8,4.0,Parts per million,0.161111,0.2,11,2.0,2011-10-29,2011,10
56,13,6001,"90 GAS HILL ROAD, RIVERTON, WY",Wyoming,Fremont,Riverton,Parts per billion,0.083333,2.0,23,2,Parts per million,0.037042,0.042,14,39,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0,2015-02-26,2015,2
25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,Parts per billion,25.25,35.0,16,33,Parts per million,0.016208,0.024,23,20,Parts per billion,6.125,13.0,22,19.0,Parts per million,0.691667,1.1,0,13.0,2007-03-01,2007,3
32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,Parts per billion,15.683333,43.9,20,41,Parts per million,0.039292,0.058,10,49,Parts per billion,0.354167,0.6,7,0.0,Parts per million,0.2125,0.3,21,3.0,2012-05-08,2012,5
6,37,5005,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,Parts per billion,20.7,53.2,0,50,Parts per million,0.029875,0.053,11,49,Parts per billion,0.809091,1.9,6,1.0,Parts per million,0.6,1.0,6,11.0,2015-03-27,2015,3
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,Parts per billion,7.380952,22.0,8,21,Parts per million,0.028,0.043,9,36,Parts per billion,1.85,3.0,8,4.0,Parts per million,0.620833,0.8,10,9.0,2011-11-03,2011,11
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,Parts per billion,15.041667,31.0,18,29,Parts per million,0.014,0.025,7,21,Parts per billion,7.625,13.0,18,19.0,Parts per million,0.033333,0.2,22,2.0,2001-12-16,2001,12
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,Parts per billion,0.0,0.0,9,0,Parts per million,0.02925,0.033,12,28,Parts per billion,0.045455,1.0,2,1.0,Parts per million,0.0375,0.1,12,1.0,2012-07-19,2012,7
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,Parts per billion,8.4,22.0,21,21,Parts per million,0.037375,0.063,11,61,Parts per billion,0.318182,1.0,0,1.0,Parts per million,0.425,0.5,0,6.0,2010-09-07,2010,9
51,87,14,2401 HARTMAN STREET  MATH & SCIENCE CTR,Virginia,Henrico,East Highland Park,Parts per billion,9.525,20.5,9,19,Parts per million,0.033042,0.062,10,74,Parts per billion,0.2125,0.5,17,0.0,Parts per million,0.358333,0.4,0,5.0,2015-09-17,2015,9
9,5,5,MOHAWK MOUNTAIN ROAD (see coordinates),Connecticut,Litchfield,Cornwall,Parts per billion,1.208333,3.0,14,3,Parts per million,0.043667,0.05,10,42,Parts per billion,0.269565,1.1,19,1.0,Parts per million,0.2,0.2,0,2.0,2011-04-14,2011,4
4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,Parts per billion,17.5,53.0,18,50,Parts per million,0.0235,0.037,8,31,Parts per billion,1.217391,7.0,18,10.0,Parts per million,0.370833,1.4,23,16.0,2006-12-04,2006,12
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,4.043478,7.0,20,7,Parts per million,0.014292,0.027,10,23,Parts per billion,0.136364,1.0,16,1.0,Parts per million,0.241667,0.3,0,3.0,2007-07-22,2007,7
49,35,3006,"1675 SOUTH 600 EAST, SALT LAKE CITY",Utah,Salt Lake,Salt Lake City,Parts per billion,43.25,54.0,10,51,Parts per million,0.00275,0.008,8,7,Parts per billion,1.25,2.7,11,3.0,Parts per million,1.116667,1.5,10,17.0,2013-12-17,2013,12
42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,Parts per billion,29.5,48.0,17,45,Parts per million,0.011292,0.028,9,24,Parts per billion,14.083333,26.0,13,37.0,Parts per million,0.279167,1.0,23,11.0,2000-10-21,2000,10
34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,Parts per billion,41.291667,51.0,0,48,Parts per million,0.00825,0.017,23,14,Parts per billion,16.833333,27.0,20,39.0,Parts per million,0.891667,1.3,0,15.0,2003-02-10,2003,2
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,Parts per billion,24.26087,33.0,10,31,Parts per million,0.017167,0.042,9,36,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.270833,0.4,11,5.0,2006-07-20,2006,7
9,9,27,1JAMES STREET,Connecticut,New Haven,New Haven,Parts per billion,5.0,6.0,0,6,Parts per million,0.01675,0.019,0,16,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0,2009-08-29,2009,8
48,201,1039,4514 1/2 Durant St,Texas,Harris,Deer Park,Parts per billion,2.895833,9.5,22,8,Parts per million,0.011417,0.017,8,14,Parts per billion,0.020833,0.3,8,0.0,Parts per million,0.075,0.1,0,1.0,2012-07-04,2012,7
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,12.304348,28.0,19,26,Parts per million,0.030708,0.056,11,47,Parts per billion,1.5,7.0,19,10.0,Parts per million,0.4125,0.5,15,6.0,2004-08-10,2004,8
25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,Parts per billion,13.052632,20.0,8,19,Parts per million,0.031667,0.042,19,36,Parts per billion,1.6375,8.1,20,11.0,Parts per million,0.333333,0.4,0,5.0,2010-06-04,2010,6
40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,Parts per billion,8.333333,25.0,20,24,Parts per million,0.022792,0.04,11,34,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.033333,0.1,0,1.0,2005-05-26,2005,5
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,45.434783,69.0,7,67,Parts per million,0.036583,0.08,10,111,Parts per billion,0.304348,2.0,5,3.0,Parts per million,1.079167,1.5,7,17.0,2001-05-07,2001,5
6,37,31,"1115 N. MAHAR AVENUE WILMINGTON, CA",California,Los Angeles,West Los Angeles,Parts per billion,7.434783,26.0,23,25,Parts per million,0.028042,0.039,0,33,Parts per billion,1.608696,3.0,7,4.0,Parts per million,0.5625,0.8,23,9.0,2002-04-27,2002,4
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,11.913043,34.0,22,32,Parts per million,0.0255,0.038,9,32,Parts per billion,1.217391,2.0,8,3.0,Parts per million,0.458333,0.6,9,7.0,2000-08-18,2000,8
42,71,7,ABRAHAM LINCOLN JR HIGH GROFFTOWN RD,Pennsylvania,Lancaster,Lancaster,Parts per billion,6.875,14.0,1,13,Parts per million,0.038958,0.05,11,42,Parts per billion,2.416667,10.0,14,14.0,Parts per million,0.1125,0.2,3,2.0,2008-05-25,2008,5
34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,Parts per billion,16.0,27.0,22,25,Parts per million,0.049667,0.08,13,111,Parts per billion,6.375,19.0,17,27.0,Parts per million,0.629167,0.7,11,8.0,2003-06-11,2003,6
